Create Date,UUID,Date column,Model,Mileage,Number column,Year,Make,Price,Zip Code,Update Date,VIN,String column
10/27/2012,329355009644,42852,OSEI,112903,1404247,1984,HPQT,"$19,790.00",7543,8/3/2018,994213086,USFY
8/28/2018,938554994925,41443,LHWK,182615,949211,1981,RNDH,"$10,498.00",44727,11/10/2014,570930775,KAFY
5/26/2011,369991606895,44216,LAII,186830,510650,1991,UTCB,"$22,305.00",41038,10/23/2005,180864868,TDVF
10/15/2006,666457654412,42717,MLHW,118902,471015,2007,RJOU,"$24,910.00",96277,12/16/2019,703371030,EQEW
5/16/2017,235040619273,42500,OOPG,90432,990991,2010,OONU,"$15,227.00",21577,4/1/2015,296850921,ELNM
4/19/2005,630024404924,43968,JGRB,30104,469621,2018,ULDO,"$16,508.00",20266,1/26/2009,518366277,FKJX
8/8/2009,659433023389,38891,YKRR,113021,1466970,1997,FCPV,"$15,921.00",82186,9/6/2020,128440920,WHFA
3/24/2020,683791886436,42339,WJVS,247126,1227702,1992,UDXK,"$22,356.00",34931,3/16/2017,304569296,YDWD
11/4/2010,708964612599,40873,FPJH,100494,333012,2021,LEMG,"$23,351.00",53530,2/9/2018,381255965,ELHX
6/14/2007,269539083530,44322,AFLT,59035,17764,2013,IDXY,"$24,492.00",4568,9/20/2019,408299801,WHIO
4/4/2008,122061489692,38604,PXQN,27633,1145849,2014,YFJX,"$10,930.00",7128,5/23/2020,254558383,IQDA
2/20/2006,742816892999,41497,MLEY,137339,522693,1994,NHCQ,"$26,434.00",12697,1/14/2015,146965491,NLPO
7/7/2012,787450277594,40959,KTHW,116661,84523,1995,EJMG,"$25,730.00",1779,1/31/2008,269456025,CLWO
4/8/2012,982825815205,43588,ANBX,113639,1056511,1986,VFKP,"$11,139.00",45420,6/30/2006,551391740,UJBU
1/24/2008,316334094350,44321,IWXB,36307,391509,2010,YTUU,"$8,620.00",89549,5/28/2008,859780852,HCNT
5/3/2017,806602121524,38802,DIRN,167234,1420811,1985,PEEO,"$19,731.00",16505,7/31/2010,831949180,UXGN
11/11/2018,818927871661,39760,SVTO,201788,772944,2000,UPHS,"$13,367.00",45485,6/16/2006,456852083,LHPT
10/6/2012,798059713208,43948,WERD,189582,81828,2004,BHIE,"$14,046.00",15561,11/23/2017,294319153,RXBR
7/5/2016,542584451560,43008,DWJB,122388,925338,1982,MLUV,"$6,620.00",87279,3/23/2019,280507266,SVKP
4/26/2008,323193275546,43488,IXPI,53468,1088946,1991,RKMB,"$8,139.00",6690,4/4/2020,455612953,GCIA
11/17/2012,352420088527,40813,IDQL,109665,521534,2014,YRMH,"$25,629.00",84595,5/10/2009,345416773,MCNR
6/13/2005,503138820212,43623,PGFU,58527,1004298,1984,MNFI,"$20,027.00",3946,7/12/2015,137884884,FOSQ
6/5/2020,973313871618,43884,BKHV,189331,591816,2003,XYRN,"$5,361.00",30132,12/27/2008,643341197,TVIK
9/6/2015,995576258794,42260,QUHF,57970,221193,2017,HMQM,"$28,046.00",41450,3/6/2017,246680425,KURK
8/21/2017,485210506275,40377,OHCI,105915,664521,2017,QLJG,"$15,927.00",58749,1/16/2017,916009569,HFTW
4/8/2013,626229391934,42495,GCDN,239258,975253,2015,MOKS,"$22,157.00",87358,1/31/2020,800286124,RVWW
5/1/2010,400412801035,40105,HGUH,108116,842103,1996,NOWY,"$15,068.00",80075,9/25/2006,369863461,DPIK
1/7/2008,670366411098,43643,BNWL,79507,387527,1986,VTNA,"$14,823.00",2291,5/27/2017,729252686,RLGK
11/27/2016,413436392185,42530,BHTP,140798,29465,2003,ULLW,"$27,461.00",2516,7/26/2019,141019616,IPYT
6/6/2020,408933415586,41203,EIPX,148603,294723,1985,WMOQ,"$9,795.00",52291,9/27/2007,754317881,AXRW
6/28/2008,620250338970,38754,JTDC,5683,1370429,2010,NPKB,"$19,330.00",11224,7/17/2019,317248053,GLCI
11/20/2015,245287219582,43691,YAPX,159054,638853,2014,NYNP,"$13,448.00",74649,6/14/2016,808141816,QYVH
12/6/2012,356396917054,38503,CMWB,162795,260254,1995,GOTP,"$5,606.00",53505,3/2/2008,192161484,KRSB
2/24/2017,631761454378,42070,BGOQ,137029,545842,2004,EHDV,"$13,433.00",90703,10/1/2017,746680376,MPSU
3/19/2020,112433414812,44164,PGJW,14247,1337075,1986,BVUE,"$5,894.00",36585,6/30/2014,726587386,ACRI
8/27/2019,106146835591,40146,LYIH,197804,550548,2017,ONIW,"$9,095.00",24312,6/15/2019,999267951,LEDH
1/4/2016,593044628100,41749,HSMI,221507,1171386,1983,WFJS,"$20,788.00",54561,3/22/2014,242486732,CMGU
10/25/2006,807550895140,40326,APJW,62037,775283,1993,JSHY,"$18,890.00",37453,8/8/2005,102579929,XNPO
8/30/2010,193525353365,38522,PQNM,214046,351395,2018,XECV,"$21,345.00",3503,8/1/2010,277843305,BVOE
7/8/2010,830290931263,44195,KASH,22177,635835,2008,WBJP,"$25,205.00",37302,5/8/2015,317928202,REHG
3/29/2016,957428217066,38504,UOPK,11461,1210057,2019,SFDH,"$26,675.00",81596,7/30/2013,296537700,PAIP
4/26/2005,880052389850,42445,NJEO,118442,1476520,1990,HHJR,"$18,221.00",52075,5/6/2021,729456727,PEGP
11/19/2014,643126447983,40867,YRWH,65745,1494102,2013,VKMN,"$18,765.00",90368,4/17/2018,518016449,GFEP
10/9/2011,735404329364,39945,KESD,133788,84297,2015,HUST,"$28,825.00",58558,3/20/2006,993702398,RKCQ
11/25/2008,988780424977,39153,ATUO,168852,602029,2004,CONX,"$8,647.00",84593,4/4/2012,108058425,BYYK
8/20/2008,652113054799,43669,WUAQ,28185,1262238,1998,VLXX,"$27,753.00",73087,5/30/2019,959942580,KEIX
5/2/2005,806458216419,43666,BPVO,211218,339904,1982,REKK,"$21,329.00",63465,2/7/2017,237426831,HOMU
1/24/2012,210053675530,39562,MCSM,48146,664752,2004,OGKB,"$23,002.00",73071,7/17/2019,802343128,VHRN
9/5/2012,521496011889,42257,FVPK,248132,945255,1984,HLOV,"$11,318.00",50860,2/17/2012,360790118,KFYJ
4/7/2013,620718651216,39731,YASY,233616,669171,2020,DKUA,"$26,793.00",89085,9/1/2008,416046470,GEDO
7/13/2019,574955452888,42096,AQVX,194876,1354589,2004,BLRP,"$19,953.00",94689,3/21/2018,717925142,MVPS
7/19/2015,435507892528,40838,NIVD,242809,1485375,2005,HPKW,"$18,606.00",22036,6/12/2010,692204505,PNNG
6/2/2013,230420297648,38572,GLUR,7634,406933,2018,XICX,"$21,734.00",86844,6/18/2005,994618059,QYSN
3/10/2019,714612295647,41928,PHGN,71038,892863,2002,XAWV,"$28,901.00",77653,10/31/2007,434085032,FVEV
5/22/2015,734359258530,43229,XQYP,25089,1469619,1988,XFNA,"$9,864.00",98409,1/16/2013,966403914,XDDB
6/29/2018,397142744451,40257,PRAA,45816,332522,2007,RSYQ,"$13,271.00",36128,5/3/2013,135595653,PRHQ
8/2/2015,617669518745,44107,DJMS,89070,1264834,1984,KPUG,"$26,625.00",67657,3/21/2010,556699009,NQXF
10/9/2017,114290822141,38999,PEEF,126907,1071464,1982,HXNB,"$16,108.00",60462,8/6/2015,963019755,BEWS
4/13/2018,648416765915,43072,WJKF,13480,1307564,1990,UULS,"$23,918.00",18888,11/16/2010,477154597,OAFO
4/10/2021,588130142416,43910,UKIO,86491,358117,1980,EJUG,"$13,052.00",98231,6/14/2010,353902765,CQWI
8/1/2005,638630106466,43870,DFLU,244833,67617,1984,GSXS,"$7,672.00",21875,3/7/2007,145187042,QGVN
6/18/2005,283885692900,41391,GJGX,44261,711604,2014,XFWF,"$20,061.00",10933,5/16/2006,337632168,PDUC
11/10/2011,215532141557,40156,QTQB,56006,437846,1992,PRCK,"$14,998.00",88433,9/27/2012,837416492,XFFM
5/28/2015,128132861728,40762,CMVD,210109,803660,2018,QKIP,"$12,986.00",18678,6/29/2007,849404717,VGKL
9/28/2016,916834771691,40194,LGAJ,230560,1066229,1987,MINS,"$13,305.00",3317,11/25/2015,491788994,HRHN
3/16/2019,959768398897,41529,CELD,205862,985687,2004,VFBU,"$22,924.00",29434,10/30/2015,732362685,MLSB
9/14/2011,995576507766,41611,YVYA,59880,359672,2010,FLWQ,"$25,700.00",80868,8/15/2012,201889882,LOEY
11/3/2017,855369209131,43887,VUXI,2532,492042,1995,BGSV,"$6,019.00",17540,9/5/2009,626414978,MUCJ
6/8/2014,590089169490,42784,YWYV,169241,1224511,2010,TULE,"$24,004.00",51170,9/19/2007,498618577,EPFJ
12/12/2011,121676342328,40288,LXYQ,237013,1323544,1983,FOSN,"$24,759.00",70247,1/11/2015,421658793,NCHC
4/28/2014,754552596937,40476,KVXX,64285,1062432,2004,XIQK,"$10,728.00",4904,9/20/2011,914036079,QQHP
10/7/2019,201682050355,39156,FMYB,18612,31247,2017,YBNF,"$15,631.00",60554,3/16/2005,399714137,SEIV
8/4/2005,663523389155,44031,VHOO,1519,346746,1987,UOAW,"$10,397.00",55180,7/7/2013,704682345,JUTG
2/19/2010,918738339034,40640,QUNM,150263,1487399,2012,AVVI,"$8,266.00",64363,2/26/2010,608321941,UPUP
10/12/2014,815923358265,41471,DYSM,216753,1443377,2018,KJED,"$21,169.00",17658,7/17/2018,444663157,BSLJ
3/15/2010,227141557239,42218,ADPF,78062,1061797,2008,YGPS,"$21,071.00",87909,7/22/2016,869194621,GVVG
9/26/2015,319168564915,39144,WGKC,110511,973066,2006,IEDP,"$19,734.00",23573,12/28/2020,107817769,XQKG
12/1/2011,134984789434,39492,FXXD,150989,802371,2012,ABBK,"$25,992.00",32704,6/11/2010,332613066,DALU
10/16/2019,239152097251,39720,WWEW,178865,403013,1983,JOHB,"$19,843.00",89838,8/21/2005,151596647,NAEC
6/10/2010,373229504694,41806,SWNY,70552,1167416,2003,BTUQ,"$15,320.00",8453,4/6/2019,286221223,CNNI
6/19/2005,346209684351,41922,XCRV,127574,1115427,1985,MWFW,"$16,441.00",97971,12/30/2018,809018186,RQGA
5/13/2016,156760398432,43590,DPRH,236370,1195437,1987,PVQN,"$14,537.00",25434,11/7/2012,341770226,FYOI
1/16/2014,568364894656,41031,DOWU,222608,900362,2015,BXPK,"$23,439.00",20978,3/4/2015,338160691,ULAS
9/27/2017,391798615182,39431,CQJX,211967,1155836,1995,JYVN,"$29,789.00",5804,7/2/2018,349417653,XGRQ
9/29/2008,811241292808,40868,HNIY,208019,632271,2001,SBVU,"$21,566.00",71758,1/17/2018,377816722,WLGH
10/8/2013,247914087613,42996,KRCE,83438,403747,2019,DVST,"$29,900.00",54792,8/14/2009,382112147,MDHA
5/16/2018,707034198246,41459,JIYA,41328,278020,2018,LKHI,"$10,049.00",85660,2/20/2019,302745401,BAMG
8/31/2020,620769208507,43375,NNNQ,2130,1058970,1993,OQBF,"$26,252.00",17377,3/7/2015,545422352,YTXC
8/6/2013,883653655197,38620,ODGL,77625,198938,2005,ADTW,"$18,865.00",46179,4/11/2005,659765274,TOAK
6/27/2007,947722509635,42851,XMCX,57668,333564,2017,NGNY,"$22,776.00",11237,12/23/2019,874045486,GWMP
1/1/2005,678196130573,39942,IION,40730,945914,1997,ABHE,"$14,994.00",89796,4/28/2005,426912189,XIBW
4/25/2011,506920352119,42596,BNBG,33820,1433820,1999,YFMH,"$20,746.00",2538,6/19/2015,893612503,DGOP
3/6/2009,867702773254,44228,CDTX,5214,488498,1982,QJTE,"$22,184.00",1945,9/9/2005,460032280,EUHO
11/4/2016,581211257061,40992,KSXX,4053,593754,1997,DQDL,"$7,563.00",65661,3/30/2018,444063346,SMBO
2/25/2014,823952002386,42658,WPNL,229783,197557,1982,IMIJ,"$13,552.00",29787,11/25/2014,745289918,SQUF
8/25/2016,921151970951,39663,OFEF,116531,857485,1982,TTLQ,"$15,969.00",11883,9/23/2019,362878440,MKNG
2/11/2014,569868372751,40053,LHCB,191227,693810,2003,PGIA,"$29,564.00",73151,7/1/2015,340756867,DKWU
9/8/2018,211869135808,40984,ESLV,241731,517818,1997,LPPF,"$23,846.00",64082,9/4/2015,817217239,JHCM
10/7/2005,882867890398,44051,LBMY,152690,573783,1997,HCQI,"$6,330.00",76808,6/24/2007,576939937,MLOV
1/14/2013,572239106208,41461,GMHI,248331,1026448,1988,UIVI,"$28,227.00",6073,8/18/2018,803236827,IMNK
10/21/2006,347779691965,38440,SVQX,10412,726400,1997,AJKY,"$24,190.00",85062,4/11/2021,264034880,FORJ
4/1/2021,872708442562,41662,YSAY,235997,175830,2005,VVXY,"$19,327.00",15420,10/9/2011,118563871,EJWF
7/27/2006,259374608337,41660,YGFN,209345,1361058,2016,CHWJ,"$6,514.00",53480,12/1/2015,574919281,UGXP
5/18/2009,201369078940,42540,EYMY,236076,417004,2011,IGPQ,"$27,128.00",49701,11/25/2015,575403510,WIHH
1/13/2008,145289821128,42778,YOAK,172317,421095,2022,IJLE,"$20,914.00",57628,12/7/2015,397275588,BITD
9/10/2010,583205994027,43438,DVHD,126001,532335,1982,VJTB,"$23,561.00",57857,3/12/2011,692733012,XPWX
5/24/2012,965383408086,38441,UFJW,162785,1464784,2011,AOOV,"$28,165.00",30787,8/11/2012,968446744,HBIN
8/5/2013,231646502293,39924,KWDG,64419,125221,2021,OFDO,"$11,031.00",23355,11/18/2005,667403757,GOUQ
9/20/2005,717205180950,44132,VBFT,202159,727288,1995,FFRD,"$24,567.00",82560,5/2/2015,573156497,WEOT
7/14/2005,196866803430,39827,FVPT,47471,1208377,1998,VIYP,"$7,302.00",64762,9/29/2019,827032160,WRSK
4/19/2006,171070990769,42387,DWME,66205,912346,1997,QRTH,"$16,087.00",49449,4/27/2008,330377834,SYBF
8/16/2015,754271009008,43825,FLNR,53338,1316170,2010,CWSY,"$18,729.00",55310,3/25/2019,458879530,WVJU
5/4/2008,486727044053,41504,HYUS,39097,1328272,1998,CGGN,"$12,712.00",53386,1/11/2011,362516400,QFNA
4/5/2014,226984062132,42742,FHCR,104598,690202,1998,KTWJ,"$8,028.00",17259,1/28/2017,855397933,FXCG
12/12/2012,249151341722,43468,USKJ,138050,56162,2015,CLLS,"$15,500.00",61780,7/26/2016,901619878,COUW
2/12/2021,756236930654,39594,PTLU,121352,1143360,2012,DEEW,"$27,941.00",73268,11/28/2009,530961002,CAYS
5/13/2007,558838647032,39284,TNQV,230642,1249202,2009,DBTC,"$5,779.00",65075,3/4/2007,675265757,LLIJ
6/1/2019,966626453857,39387,GAMF,33586,353931,2016,JDKT,"$22,928.00",27270,3/13/2011,828024177,OUEQ
5/10/2016,434939020633,41767,DSVH,147526,868492,2012,UUWI,"$28,910.00",97621,1/22/2015,443669357,BJSH
3/31/2012,333173746644,43926,CXNC,91204,360416,1989,MSDF,"$14,023.00",16036,11/9/2013,322400552,ELIO
12/10/2017,133671153930,43569,RWTY,220127,436970,1984,WSTW,"$16,775.00",2722,6/23/2013,151755988,UAWH
5/30/2012,152965934292,43022,USUN,239465,344632,1985,HOUW,"$26,723.00",42240,1/1/2017,854640823,WICB
8/15/2017,653123076581,41192,IXSE,206660,92479,1987,VLTM,"$23,120.00",81082,9/27/2020,270629962,IXRV
6/6/2019,185340377836,41158,RHVU,217559,207847,1990,NLRC,"$12,675.00",25281,3/22/2011,501125869,LLNI
5/27/2013,125308430291,40406,PAJH,152786,921624,1992,YEPW,"$5,866.00",7150,6/1/2018,445038498,AWDJ
10/4/2018,725765252251,38662,NXIS,37436,1494598,2008,OXHK,"$12,745.00",701,1/20/2020,468187483,GLXS
7/8/2011,781408077021,42779,FCET,12648,1197594,1999,MXLC,"$6,286.00",63560,3/18/2014,932869796,THWP
9/20/2015,264806471392,41253,JFHO,203164,643566,1991,VBYL,"$23,553.00",58263,6/19/2020,954449324,JOVR
4/3/2012,993540984830,38906,FGDK,38909,1048841,1998,QSEJ,"$27,189.00",39463,10/15/2006,123056502,CNVL
10/15/2016,495178036284,43613,MCUF,237443,399500,1984,ETJN,"$7,057.00",36485,9/8/2015,110019747,QQOH
3/19/2017,331042568292,39624,AVPB,224872,1117513,2006,SUUP,"$18,288.00",92955,9/14/2012,685902388,WAHY
5/5/2010,627497913580,41066,PLUI,134026,1481356,2018,WQOS,"$7,437.00",23866,8/20/2016,900879267,BCMH
12/20/2014,438754981600,40016,LLDA,102987,1286524,1983,MOBS,"$21,160.00",66213,1/18/2014,539051835,BVAQ
9/1/2007,464969818159,38723,XTXJ,108632,1102138,2011,UBCX,"$16,781.00",48613,1/16/2020,107806492,YDJN
9/15/2018,624743316140,41233,MJLL,155349,714382,2003,IXGQ,"$17,431.00",8968,8/6/2018,780127009,OEUM
4/4/2013,545053269671,41384,FYYF,77353,346932,2021,ENHT,"$18,015.00",46335,5/16/2015,191809534,XQOC
11/9/2017,193443643520,43006,JPGM,116555,1070642,1982,WDNS,"$25,446.00",52218,3/16/2009,328331846,BHBU
5/12/2012,653851316370,39667,QQTT,230115,617031,2002,YNSR,"$20,485.00",63751,2/29/2008,902920126,BCMN
8/6/2015,243637021325,41252,BWPN,139853,965467,2004,TENK,"$27,724.00",40035,12/11/2007,749739480,YNMC
11/28/2007,148333047327,38404,NBYE,203429,476497,2022,RQNI,"$20,354.00",3768,1/30/2020,102321902,DLRW
11/3/2020,667753324698,41278,VIMJ,102632,606188,1981,MODI,"$26,462.00",79025,3/2/2019,890029671,KEBN
6/11/2008,819821970990,40647,SVXB,107720,1379896,2007,FHSE,"$15,173.00",18630,8/15/2012,385391900,WLFU
1/31/2012,696579599254,43640,XFHL,59146,1431274,1982,NRIE,"$8,492.00",78739,12/22/2014,162425115,OHSA
10/2/2016,806942197772,38829,SIDX,45111,557796,1991,XQFD,"$6,935.00",71717,10/31/2013,606916758,SJFI
1/19/2006,271028189209,38769,ISLG,91284,908367,2005,VLTJ,"$25,959.00",3563,12/12/2007,603604695,OARJ
10/19/2005,420253889271,39311,CKCP,112481,1329194,1998,HOWA,"$26,382.00",80898,8/24/2016,511398716,TQRK
7/28/2007,337576178324,42692,UGXS,244016,1348477,1981,TRXE,"$22,145.00",29387,9/6/2008,915371889,PCWG
2/28/2020,397271795617,38440,RTVY,81368,1003671,2019,PNAY,"$28,413.00",26210,3/9/2005,998195778,SDPY
5/8/2017,436492431643,43371,LDRX,28857,387049,1995,PTQD,"$28,827.00",33782,6/23/2010,611568143,DDPK
8/8/2006,933903291867,40963,CLTL,101204,422477,1995,SVSU,"$14,949.00",8688,5/24/2009,310767317,KAUQ
2/13/2012,820013339586,43350,FXKS,153876,416269,2022,SBRI,"$6,251.00",54010,10/14/2005,827692072,HPPT
11/17/2006,175334725775,39348,PRWX,59076,507856,2002,OOLJ,"$10,332.00",25001,5/11/2012,234351182,FKYN
2/11/2012,822010300506,39446,IDOF,47845,498997,1983,YBRX,"$18,689.00",25866,10/11/2011,672282197,URMK
5/4/2007,330118644710,38571,DRIW,238816,98074,2017,ALLG,"$26,249.00",21437,9/4/2017,940126386,SHMO
10/19/2006,930028616066,44271,KKDP,80709,31175,2018,BKJJ,"$27,925.00",91159,5/2/2018,284516775,AJAA
1/1/2009,150064841517,40801,RRNB,214390,702456,1983,DCFA,"$28,730.00",91093,11/10/2005,394774013,QGIR
1/14/2019,446289760740,42013,CKPJ,74205,1102431,1988,DMTF,"$27,286.00",1092,1/14/2021,849668824,FKAW
11/21/2005,595221545985,42036,OIWV,19127,207842,2015,FGQT,"$25,088.00",17599,5/5/2020,601106538,WJGP
4/8/2012,985580196253,39216,CYPX,115035,1422828,2017,MOLQ,"$11,693.00",85650,5/18/2007,133828282,SLXO
11/11/2013,947768918363,42748,DRLP,246084,1330997,1986,PTCU,"$16,843.00",68330,12/15/2012,582175443,UDCQ
9/15/2010,646946287673,41726,BHNM,168149,272182,1982,KKLC,"$21,877.00",39468,7/3/2015,560278744,VTYB
6/11/2009,616368915828,40383,XABX,111279,1154299,2002,SPVM,"$16,985.00",28423,2/26/2012,122382908,CQRS
9/27/2019,822643165573,43872,PXEN,52402,1296847,1995,MDIL,"$11,675.00",46790,6/18/2008,323521327,OTYT
6/12/2019,969064821851,43611,HVYX,103651,80288,2015,NGNA,"$22,207.00",5296,11/8/2015,634322345,AQSK
10/12/2012,414519289886,39269,WOYT,99112,1345943,1988,MYHW,"$7,143.00",32021,4/11/2016,642407928,TLPU
2/21/2021,179161418694,41816,CBAG,97424,355240,1987,TXUD,"$24,266.00",41236,1/20/2016,999374197,CGXL
2/11/2016,515447163584,38949,XBML,202638,1190600,2019,QBGI,"$19,864.00",47671,2/20/2010,593234527,UWEO
5/11/2012,565909108363,39197,HOTG,28397,943505,1998,PNNP,"$28,010.00",50831,6/1/2012,698820427,JPVX
7/31/2015,964834503132,40326,RKIJ,148645,277950,2009,VUDO,"$14,116.00",63897,12/9/2017,946813709,JTBE
4/6/2013,156845493881,43939,RCWG,225118,501271,2009,EDNP,"$13,266.00",60536,2/23/2020,696056928,WXPT
12/25/2012,993783322408,38704,BHOT,133704,538410,2017,LCLL,"$14,799.00",88716,10/17/2017,103169737,SCGM
5/20/2018,108211835013,42597,VIEW,224399,655918,2021,OXFA,"$19,941.00",12121,4/26/2017,180335118,USES
9/30/2011,761030858549,40334,UKYF,76394,70952,1999,NFRE,"$28,699.00",56421,9/14/2020,374069607,HFTC
1/23/2021,356163443480,40631,BQAS,203492,1271144,2020,JSED,"$6,931.00",694,2/26/2016,339623158,OCPF
4/17/2013,227146561444,38674,KCGR,197558,1369671,1999,HBTB,"$8,689.00",74979,5/7/2008,290417286,CYXQ
1/20/2016,667055492762,43624,GSQN,90028,398565,2007,YGUU,"$19,695.00",34614,9/7/2007,291222393,BBOP
9/20/2007,486122246777,43636,WNCO,241282,1060248,2020,RAVM,"$21,251.00",17849,9/25/2009,599712290,SPQO
7/14/2010,637737769339,39837,RJUI,95535,1141788,1986,ECNT,"$15,292.00",20145,7/1/2015,680604053,FBSP
6/3/2007,442843106655,42212,NPUN,113841,841254,2000,LFQF,"$21,315.00",98545,11/9/2009,292231297,IOXV
1/16/2019,914680332563,41535,SHXS,81641,38854,1990,RBFA,"$18,942.00",11997,6/17/2009,223749183,ELAV
9/6/2013,297139090989,40393,IQYJ,154170,450342,1992,HBUR,"$26,508.00",39723,7/2/2012,635071552,KUJF
4/12/2017,147333353815,38410,OXOH,189691,314115,2016,VVMM,"$24,603.00",13737,4/7/2018,248601830,PUCG
2/18/2005,133180602306,43490,RUWT,17602,219682,2003,RMNK,"$20,693.00",74949,2/7/2015,865249503,POAY
6/24/2008,130166655097,38820,BMTT,73177,580652,1988,FBYJ,"$7,823.00",23930,10/18/2006,914914302,KIXD
11/17/2020,362696386714,43416,DOJN,110059,1259893,1995,KPRP,"$14,850.00",28609,5/1/2015,869037903,YEXG
11/12/2012,678422520506,41990,HQQY,244566,1132313,1999,FCFQ,"$29,420.00",77218,2/22/2016,806916532,QWFS
10/20/2010,685472339226,41112,TNBE,128455,198687,1983,POPP,"$23,502.00",55632,12/13/2020,959828435,FIWE
9/21/2006,104140574552,44050,JLPC,133667,1119792,1982,ACEU,"$25,009.00",29497,9/20/2020,693338650,FIVH
3/14/2006,397260203445,42059,JSOQ,170884,809497,2003,BFQA,"$16,559.00",81419,1/2/2008,724010869,PSJM
10/6/2008,236185918078,39102,JHPN,244737,863254,2012,WBWY,"$20,532.00",45871,10/25/2009,998124253,CTVS
9/21/2014,737824463153,39791,LEHD,181813,833986,1993,PYCA,"$17,773.00",27249,7/13/2014,679465109,CCBQ
9/3/2005,455848102019,40231,NDKT,141050,1369177,1991,JWAN,"$11,901.00",15069,5/29/2006,781774820,SUVA
3/16/2013,357435570678,42610,LTAD,223505,759277,2004,DDDN,"$10,229.00",96637,5/4/2015,437883596,NXLH
7/30/2011,888413243771,39199,VTXB,52532,698959,2004,KYNH,"$5,453.00",87890,6/22/2009,477057205,XDVH
4/16/2012,523539398336,40332,FPEQ,53831,499512,1986,TYPG,"$6,168.00",13027,5/1/2020,966702262,WSLB
10/30/2020,611587590486,40175,CVHL,188304,595747,1987,LHAV,"$6,835.00",6746,1/30/2010,678493723,SYMQ
4/27/2018,258274371073,43677,PASJ,12367,319222,1982,LUFT,"$14,960.00",63431,11/5/2008,353158515,KFUE
11/30/2018,669725670563,38651,INPC,26184,728659,2015,PSJF,"$12,130.00",2358,6/18/2014,747656394,RBKH
5/28/2020,917455766818,40984,TLBU,104717,1252698,1980,YSIP,"$20,475.00",11392,6/28/2020,408965215,MUAF
11/21/2009,744760052613,42391,MJCU,163592,824481,2009,SRQN,"$16,044.00",9559,6/15/2015,556137709,NJCQ
6/18/2009,200902563910,43435,YOWM,107608,614865,1994,LTWG,"$8,273.00",86017,7/26/2005,654151454,UYTM
4/4/2017,552123231446,43910,PVYY,123926,272973,2015,EWDU,"$10,622.00",31510,8/26/2018,455811273,SXKO
10/20/2020,738659630680,40074,IUVD,133925,100980,1981,MWGH,"$26,600.00",42736,1/17/2006,650453893,RGFB
4/24/2015,844690993520,38427,NOBB,136056,167386,1991,WSLK,"$21,680.00",28317,6/24/2009,497586571,QWQT
10/5/2008,476692272559,41991,VXLG,22099,1164047,1988,CFYQ,"$28,009.00",81557,10/9/2012,243730314,QRWX
2/6/2008,307067974175,40207,VMDU,150469,1466067,1985,AYXP,"$6,799.00",47508,3/18/2014,641571451,PAGV
9/11/2017,895738984210,42570,NHBR,232532,972311,2005,KMAT,"$24,436.00",26451,8/30/2005,829514290,JELM
11/2/2010,263897561558,39054,DOKT,55881,1293053,1983,TRSG,"$8,440.00",58266,3/19/2012,834965086,LRLW
10/10/2019,527754367472,42966,JJAG,47021,367343,2008,PGPU,"$6,534.00",36464,10/27/2010,592147357,JECR
4/17/2021,162145365065,40309,GPYV,200775,547254,2018,VJCW,"$16,486.00",15011,11/8/2013,921008633,VEVK
7/4/2018,783117715848,41954,UIAX,43801,944148,2001,OQXK,"$23,474.00",77259,3/26/2012,734839971,DMEO
1/24/2008,491618650144,40164,DESQ,231518,399771,2008,XIUK,"$9,185.00",7671,8/28/2011,170127635,KFRA
11/28/2007,898703602165,40315,TSLI,240106,1235099,1986,EWJV,"$29,763.00",18218,8/19/2014,222262676,HWKU
5/26/2005,198803545316,40053,EYAL,217194,1296583,1990,YCOU,"$18,066.00",62589,5/18/2018,450527783,FXVB
4/18/2009,149992708999,41137,RCSX,151544,428239,2021,MCRE,"$17,911.00",92398,5/31/2009,688404226,CNIO
10/16/2014,715195926388,41472,TXMS,130227,1297552,2021,JIRN,"$11,481.00",28954,11/17/2020,132787464,JBFE
8/27/2014,710448713127,43073,WWAR,185573,1167971,1992,TVCP,"$11,358.00",17595,9/8/2006,817819625,VSKC
5/21/2020,846752145258,42174,VCUY,152852,1079217,2017,WCMT,"$6,328.00",18424,4/3/2015,824570317,RVEX
2/14/2016,367011762868,39094,LLSX,129339,247390,2011,QTEG,"$19,309.00",99340,1/1/2019,518199971,ELBF
8/6/2018,260287304837,39873,DVNM,188717,401501,1998,QEGS,"$6,180.00",90234,9/29/2012,975915271,ODLB
4/27/2017,523185865378,42872,XEES,47166,175517,1989,OQLP,"$24,463.00",39690,4/2/2010,854421199,WQKD
4/5/2021,705309440701,42867,VBHS,56644,486180,1999,HXVG,"$5,155.00",78646,12/31/2013,271421873,ADWK
6/20/2005,110067705974,39980,OQJA,50178,300423,1980,YLTA,"$5,588.00",47519,5/8/2016,979664688,WXXI
6/28/2020,545914909194,38631,UFJN,136221,291004,1998,GXFM,"$20,999.00",14890,6/22/2006,617113766,PUTN
11/14/2010,132824649113,41171,DOSQ,3396,1108466,2015,TSTH,"$14,012.00",71185,10/31/2017,856469684,STVW
12/18/2019,962318476813,41701,IHPY,182293,319024,2018,VMSK,"$16,772.00",80362,1/12/2018,241231691,SQFU
8/24/2007,165447578246,42245,VYVR,159325,1472587,1993,HTHY,"$12,229.00",56908,10/4/2005,421093965,IDTB
